[s],CH1[V],CH2[V]
6.3772E-02,-5.700E+00,8.000E-02
6.3812E-02,-5.900E+00,8.000E-02
6.3852E-02,-5.900E+00,2.191E-14
6.3892E-02,-5.900E+00,1.600E-01
6.3932E-02,-6.100E+00,8.000E-02
6.3972E-02,-5.900E+00,8.000E-02
6.4012E-02,-6.100E+00,-8.000E-02
6.4052E-02,-5.900E+00,8.000E-02
6.4092E-02,-6.100E+00,8.000E-02
6.4132E-02,-5.900E+00,2.191E-14
6.4172E-02,-6.100E+00,2.191E-14
6.4212E-02,-5.700E+00,8.000E-02
6.4252E-02,-6.100E+00,8.000E-02
6.4292E-02,-5.900E+00,8.000E-02
6.4332E-02,-5.900E+00,2.191E-14
6.4372E-02,-6.100E+00,8.000E-02
6.4412E-02,-6.100E+00,2.191E-14
6.4452E-02,-5.900E+00,8.000E-02
6.4492E-02,-5.900E+00,8.000E-02
6.4532E-02,-5.900E+00,2.191E-14
6.4572E-02,-5.900E+00,2.191E-14
6.4612E-02,-5.900E+00,2.400E-01
6.4652E-02,-6.100E+00,8.000E-02
6.4692E-02,-5.900E+00,2.191E-14
6.4732E-02,-5.900E+00,1.600E-01
6.4772E-02,-6.100E+00,8.000E-02
6.4812E-02,-6.100E+00,2.400E-01
6.4852E-02,-5.900E+00,-8.000E-02
6.4892E-02,-5.900E+00,8.000E-02
6.4932E-02,-5.900E+00,8.000E-02
6.4972E-02,-5.900E+00,-8.000E-02
6.5012E-02,-5.900E+00,8.000E-02
6.5052E-02,-5.700E+00,2.191E-14
6.5092E-02,-6.100E+00,1.600E-01
6.5132E-02,-5.900E+00,8.000E-02
6.5173E-02,-5.900E+00,2.191E-14
6.5213E-02,-5.900E+00,8.000E-02
6.5253E-02,-5.900E+00,2.191E-14
6.5293E-02,-5.900E+00,8.000E-02
6.5333E-02,-5.900E+00,2.400E-01
6.5373E-02,-5.900E+00,8.000E-02
6.5413E-02,-5.900E+00,8.000E-02
6.5453E-02,-5.900E+00,8.000E-02
6.5493E-02,-6.100E+00,1.600E-01
6.5533E-02,-6.100E+00,2.191E-14
6.5573E-02,-6.100E+00,8.000E-02
6.5613E-02,-5.700E+00,2.191E-14
6.5653E-02,-5.900E+00,2.191E-14
6.5693E-02,-5.900E+00,2.191E-14
6.5733E-02,-5.900E+00,1.600E-01
6.5773E-02,-5.900E+00,2.191E-14
6.5813E-02,-6.100E+00,1.600E-01
6.5853E-02,-5.900E+00,1.600E-01
6.5893E-02,-5.900E+00,8.000E-02
6.5933E-02,-6.100E+00,1.600E-01
6.5973E-02,-5.900E+00,8.000E-02
6.6013E-02,-5.700E+00,8.000E-02
6.6053E-02,-5.700E+00,1.600E-01
6.6093E-02,-5.900E+00,8.000E-02
6.6133E-02,-6.100E+00,8.000E-02
6.6173E-02,-5.900E+00,2.191E-14
6.6213E-02,-5.900E+00,8.000E-02
6.6253E-02,-6.100E+00,2.191E-14
6.6293E-02,-6.100E+00,2.191E-14
6.6333E-02,-5.900E+00,2.191E-14
6.6373E-02,-5.900E+00,2.191E-14
6.6413E-02,-6.100E+00,8.000E-02
6.6453E-02,-6.100E+00,1.600E-01
6.6493E-02,-5.900E+00,8.000E-02
6.6533E-02,-6.100E+00,8.000E-02
6.6573E-02,-6.100E+00,8.000E-02
6.6613E-02,-6.100E+00,2.191E-14
6.6653E-02,-6.100E+00,8.000E-02
6.6693E-02,-5.900E+00,8.000E-02
6.6733E-02,-5.700E+00,8.000E-02
6.6773E-02,-5.900E+00,8.000E-02
6.6813E-02,-5.500E+00,8.000E-02
6.6853E-02,-6.100E+00,8.000E-02
6.6893E-02,-5.900E+00,2.191E-14
6.6933E-02,-6.100E+00,2.191E-14
6.6973E-02,-5.900E+00,8.000E-02
6.7013E-02,-6.100E+00,8.000E-02
6.7053E-02,-6.100E+00,2.191E-14
6.7093E-02,-5.900E+00,2.191E-14
6.7133E-02,-5.900E+00,2.191E-14
6.7174E-02,-5.700E+00,2.191E-14
6.7214E-02,-5.900E+00,8.000E-02
6.7254E-02,-5.900E+00,8.000E-02
6.7294E-02,-5.700E+00,8.000E-02
6.7334E-02,-6.100E+00,8.000E-02
6.7374E-02,-6.100E+00,2.191E-14
6.7414E-02,-5.900E+00,2.191E-14
6.7454E-02,-6.100E+00,2.191E-14
6.7494E-02,-5.700E+00,8.000E-02
6.7534E-02,-5.900E+00,2.191E-14
6.7574E-02,-5.900E+00,2.400E-01
6.7614E-02,-5.900E+00,2.191E-14
6.7654E-02,-5.900E+00,8.000E-02
6.7694E-02,-5.900E+00,8.000E-02
6.7734E-02,-5.900E+00,1.600E-01
6.7774E-02,-5.900E+00,1.600E-01
6.7814E-02,-5.900E+00,2.191E-14
6.7854E-02,-5.900E+00,8.000E-02
6.7894E-02,-5.900E+00,8.000E-02
6.7934E-02,-5.900E+00,8.000E-02
6.7974E-02,-5.900E+00,8.000E-02
6.8014E-02,-5.900E+00,2.191E-14
6.8054E-02,-5.900E+00,2.191E-14
6.8094E-02,-5.900E+00,1.600E-01
6.8134E-02,-6.100E+00,8.000E-02
6.8174E-02,-5.900E+00,2.191E-14
6.8214E-02,-5.900E+00,8.000E-02
6.8254E-02,-5.700E+00,1.600E-01
6.8294E-02,-5.900E+00,8.000E-02
6.8334E-02,-5.900E+00,8.000E-02
6.8374E-02,-5.900E+00,8.000E-02
6.8414E-02,-5.900E+00,8.000E-02
6.8454E-02,-5.900E+00,2.191E-14
6.8494E-02,-6.100E+00,8.000E-02
6.8534E-02,-5.900E+00,8.000E-02
6.8574E-02,-5.700E+00,-8.000E-02
6.8614E-02,-5.700E+00,8.000E-02
6.8654E-02,-5.900E+00,1.600E-01
6.8694E-02,-5.900E+00,1.600E-01
6.8734E-02,-5.900E+00,8.000E-02
6.8774E-02,-5.900E+00,-8.000E-02
6.8814E-02,-5.900E+00,-8.000E-02
6.8854E-02,-6.100E+00,8.000E-02
6.8894E-02,-6.100E+00,1.600E-01
6.8934E-02,-5.900E+00,2.191E-14
6.8974E-02,-5.700E+00,2.191E-14
6.9014E-02,-5.900E+00,8.000E-02
6.9054E-02,-5.900E+00,1.600E-01
6.9094E-02,-5.900E+00,2.400E-01
6.9134E-02,-5.900E+00,1.600E-01
6.9175E-02,-5.900E+00,8.000E-02
6.9215E-02,-6.100E+00,8.000E-02
6.9255E-02,-5.900E+00,8.000E-02
6.9295E-02,-6.100E+00,1.600E-01
6.9335E-02,-5.900E+00,2.191E-14
6.9375E-02,-6.100E+00,2.191E-14
6.9415E-02,-5.900E+00,8.000E-02
6.9455E-02,-5.900E+00,8.000E-02
6.9495E-02,-5.700E+00,8.000E-02
6.9535E-02,-5.900E+00,1.600E-01
6.9575E-02,-6.100E+00,1.600E-01
6.9615E-02,-5.900E+00,2.191E-14
6.9655E-02,-5.900E+00,1.600E-01
6.9695E-02,-5.700E+00,8.000E-02
6.9735E-02,-5.500E+00,8.000E-02
6.9775E-02,-5.900E+00,1.600E-01
6.9815E-02,-5.900E+00,8.000E-02
6.9855E-02,-5.900E+00,1.600E-01
6.9895E-02,-5.900E+00,8.000E-02
6.9935E-02,-6.100E+00,2.191E-14
6.9975E-02,-6.100E+00,8.000E-02
7.0015E-02,-5.900E+00,2.191E-14
7.0055E-02,-5.900E+00,8.000E-02
7.0095E-02,-5.900E+00,-8.000E-02
7.0135E-02,-5.900E+00,2.191E-14
7.0175E-02,-5.900E+00,8.000E-02
7.0215E-02,-6.100E+00,1.600E-01
7.0255E-02,-5.900E+00,8.000E-02
7.0295E-02,-6.100E+00,1.600E-01
7.0335E-02,-5.900E+00,1.600E-01
7.0375E-02,-5.900E+00,2.191E-14
7.0415E-02,-5.900E+00,8.000E-02
7.0455E-02,-5.900E+00,8.000E-02
7.0495E-02,-5.900E+00,1.600E-01
7.0535E-02,-5.700E+00,8.000E-02
7.0575E-02,-5.900E+00,8.000E-02
7.0615E-02,-5.900E+00,8.000E-02
7.0655E-02,-6.100E+00,1.600E-01
7.0695E-02,-5.900E+00,2.191E-14
7.0735E-02,-6.100E+00,8.000E-02
7.0775E-02,-5.700E+00,1.600E-01
7.0815E-02,-5.700E+00,8.000E-02
7.0855E-02,-5.900E+00,2.191E-14
7.0895E-02,-5.900E+00,2.191E-14
7.0935E-02,-5.900E+00,8.000E-02
7.0975E-02,-5.900E+00,1.600E-01
7.1015E-02,-5.900E+00,2.191E-14
7.1055E-02,-5.900E+00,8.000E-02
7.1095E-02,-5.900E+00,1.600E-01
7.1135E-02,-5.900E+00,8.000E-02
7.1176E-02,-5.700E+00,1.600E-01
7.1216E-02,-5.900E+00,1.600E-01
7.1256E-02,-5.700E+00,2.191E-14
7.1296E-02,-5.900E+00,1.600E-01
7.1336E-02,-5.900E+00,2.191E-14
7.1376E-02,-6.100E+00,1.600E-01
7.1416E-02,-5.900E+00,1.600E-01
7.1456E-02,-5.900E+00,8.000E-02
7.1496E-02,-6.100E+00,8.000E-02
7.1536E-02,-5.900E+00,1.600E-01
7.1576E-02,-5.900E+00,8.000E-02
7.1616E-02,-5.500E+00,1.600E-01
7.1656E-02,-5.900E+00,1.600E-01
7.1696E-02,-5.900E+00,8.000E-02
7.1736E-02,-6.100E+00,8.000E-02
7.1776E-02,-5.900E+00,8.000E-02
7.1816E-02,-5.700E+00,1.600E-01
7.1856E-02,-5.900E+00,8.000E-02
7.1896E-02,-5.900E+00,8.000E-02
7.1936E-02,-5.900E+00,1.600E-01
7.1976E-02,-5.900E+00,8.000E-02
7.2016E-02,-5.900E+00,8.000E-02
7.2056E-02,-5.900E+00,1.600E-01
7.2096E-02,-5.900E+00,1.600E-01
7.2136E-02,-5.900E+00,8.000E-02
7.2176E-02,-6.100E+00,8.000E-02
7.2216E-02,-6.100E+00,1.600E-01
7.2256E-02,-5.900E+00,8.000E-02
7.2296E-02,-5.900E+00,1.600E-01
7.2336E-02,-5.900E+00,2.191E-14
7.2376E-02,-5.900E+00,1.600E-01
7.2416E-02,-5.700E+00,8.000E-02
7.2456E-02,-5.900E+00,1.600E-01
7.2496E-02,-5.900E+00,8.000E-02
7.2536E-02,-6.100E+00,2.191E-14
7.2576E-02,-6.100E+00,1.600E-01
7.2616E-02,-6.100E+00,8.000E-02
7.2656E-02,-5.900E+00,8.000E-02
7.2696E-02,-5.900E+00,2.191E-14
7.2736E-02,-5.900E+00,8.000E-02
7.2776E-02,-5.900E+00,2.400E-01
7.2816E-02,-5.900E+00,1.600E-01
7.2856E-02,-5.900E+00,8.000E-02
7.2896E-02,-5.900E+00,2.191E-14
7.2936E-02,-5.900E+00,2.400E-01
7.2976E-02,-6.100E+00,8.000E-02
7.3016E-02,-6.100E+00,1.600E-01
7.3056E-02,-5.900E+00,8.000E-02
7.3096E-02,-5.900E+00,8.000E-02
7.3136E-02,-5.900E+00,8.000E-02
7.3177E-02,-6.100E+00,-8.000E-02
7.3217E-02,-5.900E+00,2.191E-14
7.3257E-02,-5.900E+00,2.191E-14
7.3297E-02,-5.900E+00,8.000E-02
7.3337E-02,-6.100E+00,8.000E-02
7.3377E-02,-6.100E+00,8.000E-02
7.3417E-02,-5.900E+00,8.000E-02
7.3457E-02,-5.900E+00,2.191E-14
7.3497E-02,-5.900E+00,1.600E-01
7.3537E-02,-5.700E+00,1.600E-01
7.3577E-02,-6.100E+00,2.191E-14
7.3617E-02,-5.900E+00,2.191E-14
7.3657E-02,-5.900E+00,8.000E-02
7.3697E-02,-5.900E+00,8.000E-02
7.3737E-02,-6.100E+00,8.000E-02
7.3777E-02,-5.900E+00,1.600E-01
7.3817E-02,-5.900E+00,8.000E-02
7.3857E-02,-5.900E+00,8.000E-02
7.3897E-02,-5.700E+00,1.600E-01
7.3937E-02,-5.900E+00,8.000E-02
7.3977E-02,-6.100E+00,1.600E-01
7.4017E-02,-5.900E+00,1.600E-01
7.4057E-02,-5.900E+00,2.191E-14
7.4097E-02,-5.900E+00,8.000E-02
7.4137E-02,-6.100E+00,8.000E-02
7.4177E-02,-5.700E+00,8.000E-02
7.4217E-02,-5.900E+00,1.600E-01
7.4257E-02,-5.900E+00,8.000E-02
7.4297E-02,-5.900E+00,8.000E-02
7.4337E-02,-5.900E+00,2.191E-14
7.4377E-02,-6.100E+00,2.191E-14
7.4417E-02,-5.900E+00,2.191E-14
7.4457E-02,-5.900E+00,8.000E-02
7.4497E-02,-5.900E+00,8.000E-02
7.4537E-02,-5.900E+00,8.000E-02
7.4577E-02,-5.900E+00,8.000E-02
7.4617E-02,-5.900E+00,1.600E-01
7.4657E-02,-5.900E+00,1.600E-01
7.4697E-02,-5.900E+00,2.191E-14
7.4737E-02,-6.100E+00,-8.000E-02
7.4777E-02,-5.900E+00,8.000E-02
7.4817E-02,-5.900E+00,8.000E-02
7.4857E-02,-5.900E+00,2.191E-14
7.4897E-02,-5.900E+00,1.600E-01
7.4937E-02,-5.900E+00,1.600E-01
7.4977E-02,-5.900E+00,2.191E-14
7.5017E-02,-5.700E+00,8.000E-02
7.5057E-02,-5.900E+00,2.191E-14
7.5097E-02,-5.900E+00,8.000E-02
7.5137E-02,-5.900E+00,2.191E-14
7.5178E-02,-5.900E+00,1.600E-01
7.5218E-02,-5.900E+00,1.600E-01
7.5258E-02,-5.900E+00,8.000E-02
7.5298E-02,-5.700E+00,1.600E-01
7.5338E-02,-5.700E+00,1.600E-01
7.5378E-02,-5.900E+00,8.000E-02
7.5418E-02,-5.900E+00,8.000E-02
7.5458E-02,-6.100E+00,8.000E-02
7.5498E-02,-5.900E+00,8.000E-02
7.5538E-02,-5.900E+00,8.000E-02
7.5578E-02,-5.900E+00,8.000E-02
7.5618E-02,-5.900E+00,1.600E-01
7.5658E-02,-5.900E+00,1.600E-01
7.5698E-02,-5.700E+00,2.191E-14
7.5738E-02,-5.900E+00,2.191E-14
7.5778E-02,-5.900E+00,8.000E-02
7.5818E-02,-6.100E+00,2.191E-14
7.5858E-02,-5.900E+00,2.191E-14
7.5898E-02,-5.900E+00,1.600E-01
7.5938E-02,-5.900E+00,2.191E-14
7.5978E-02,-6.100E+00,8.000E-02
7.6018E-02,-5.900E+00,2.191E-14
7.6058E-02,-5.900E+00,8.000E-02
7.6098E-02,-5.900E+00,2.191E-14
7.6138E-02,-5.700E+00,1.600E-01
7.6178E-02,-5.900E+00,8.000E-02
7.6218E-02,-5.900E+00,2.191E-14
7.6258E-02,-5.900E+00,8.000E-02
7.6298E-02,-6.100E+00,2.191E-14
7.6338E-02,-5.900E+00,8.000E-02
7.6378E-02,-5.900E+00,8.000E-02
7.6418E-02,-5.900E+00,2.400E-01
7.6458E-02,-5.900E+00,8.000E-02
7.6498E-02,-5.900E+00,8.000E-02
7.6538E-02,-6.100E+00,2.191E-14
7.6578E-02,-6.100E+00,2.400E-01
7.6618E-02,-6.100E+00,2.191E-14
7.6658E-02,-5.900E+00,8.000E-02
7.6698E-02,-6.100E+00,8.000E-02
7.6738E-02,-5.900E+00,1.600E-01
7.6778E-02,-5.900E+00,2.191E-14
7.6818E-02,-5.900E+00,2.191E-14
7.6858E-02,-5.900E+00,8.000E-02
7.6898E-02,-5.900E+00,2.400E-01
7.6938E-02,-5.900E+00,1.600E-01
7.6978E-02,-6.100E+00,1.600E-01
7.7018E-02,-6.100E+00,1.600E-01
7.7058E-02,-5.900E+00,1.600E-01
7.7098E-02,-5.900E+00,2.400E-01
7.7138E-02,-5.700E+00,8.000E-02
7.7179E-02,-5.900E+00,1.600E-01
7.7219E-02,-5.900E+00,8.000E-02
7.7259E-02,-5.900E+00,8.000E-02
7.7299E-02,-5.900E+00,1.600E-01
7.7339E-02,-5.900E+00,8.000E-02
7.7379E-02,-6.100E+00,1.600E-01
7.7419E-02,-5.900E+00,1.600E-01
7.7459E-02,-6.100E+00,2.191E-14
7.7499E-02,-5.900E+00,2.191E-14
7.7539E-02,-5.900E+00,1.600E-01
7.7579E-02,-5.900E+00,1.600E-01
7.7619E-02,-5.700E+00,8.000E-02
7.7659E-02,-5.700E+00,8.000E-02
7.7699E-02,-5.900E+00,8.000E-02
7.7739E-02,-5.900E+00,8.000E-02
7.7779E-02,-5.700E+00,2.400E-01
7.7819E-02,-5.900E+00,8.000E-02
7.7859E-02,-5.900E+00,8.000E-02
7.7899E-02,-5.900E+00,2.191E-14
7.7939E-02,-5.900E+00,8.000E-02
7.7979E-02,-5.900E+00,8.000E-02
7.8019E-02,-5.900E+00,2.191E-14
7.8059E-02,-5.900E+00,2.191E-14
7.8099E-02,-5.900E+00,8.000E-02
7.8139E-02,-5.900E+00,2.191E-14
7.8179E-02,-5.900E+00,1.600E-01
7.8219E-02,-5.900E+00,2.191E-14
7.8259E-02,-6.100E+00,8.000E-02
7.8299E-02,-5.700E+00,1.600E-01
7.8339E-02,-5.900E+00,8.000E-02
7.8379E-02,-5.900E+00,8.000E-02
7.8419E-02,-5.700E+00,8.000E-02
7.8459E-02,-5.900E+00,8.000E-02
7.8499E-02,-6.100E+00,2.191E-14
7.8539E-02,-6.100E+00,8.000E-02
7.8579E-02,-5.900E+00,2.191E-14
7.8619E-02,-5.900E+00,2.191E-14
7.8659E-02,-5.900E+00,8.000E-02
7.8699E-02,-5.900E+00,1.600E-01
7.8739E-02,-5.900E+00,1.600E-01
7.8779E-02,-5.900E+00,1.600E-01
7.8819E-02,-5.900E+00,8.000E-02
7.8859E-02,-6.100E+00,1.600E-01
7.8899E-02,-5.900E+00,2.191E-14
7.8939E-02,-5.900E+00,8.000E-02
7.8979E-02,-5.900E+00,1.600E-01
7.9019E-02,-5.700E+00,1.600E-01
7.9059E-02,-5.900E+00,8.000E-02
7.9099E-02,-5.900E+00,2.191E-14
7.9139E-02,-5.900E+00,1.600E-01
7.9180E-02,-6.100E+00,1.600E-01
7.9220E-02,-6.100E+00,1.600E-01
7.9260E-02,-5.900E+00,1.600E-01
7.9300E-02,-6.100E+00,1.600E-01
7.9340E-02,-5.900E+00,8.000E-02
7.9380E-02,-5.900E+00,8.000E-02
7.9420E-02,-5.900E+00,8.000E-02
7.9460E-02,-5.900E+00,2.191E-14
7.9500E-02,-5.900E+00,2.191E-14
7.9540E-02,-5.900E+00,1.600E-01
7.9580E-02,-5.900E+00,1.600E-01
7.9620E-02,-6.100E+00,8.000E-02
7.9660E-02,-5.900E+00,1.600E-01
7.9700E-02,-6.100E+00,2.191E-14
7.9740E-02,-5.900E+00,8.000E-02
7.9780E-02,-5.900E+00,2.191E-14
7.9820E-02,-5.700E+00,8.000E-02
7.9860E-02,-5.900E+00,2.191E-14
7.9900E-02,-5.900E+00,8.000E-02
7.9940E-02,-5.900E+00,2.191E-14
7.9980E-02,-6.100E+00,8.000E-02
8.0020E-02,-6.100E+00,1.600E-01
8.0060E-02,-5.900E+00,8.000E-02
8.0100E-02,-5.900E+00,1.600E-01
8.0140E-02,-5.900E+00,8.000E-02
8.0180E-02,-5.700E+00,8.000E-02
8.0220E-02,-5.900E+00,1.600E-01
8.0260E-02,-5.700E+00,1.600E-01
8.0300E-02,-5.900E+00,2.191E-14
8.0340E-02,-5.900E+00,8.000E-02
8.0380E-02,-6.100E+00,8.000E-02
8.0420E-02,-5.900E+00,2.400E-01
8.0460E-02,-5.900E+00,8.000E-02
8.0500E-02,-5.900E+00,1.600E-01
8.0540E-02,-5.700E+00,2.191E-14
8.0580E-02,-5.900E+00,8.000E-02
8.0620E-02,-5.900E+00,2.191E-14
8.0660E-02,-5.900E+00,2.191E-14
8.0700E-02,-5.900E+00,8.000E-02
8.0740E-02,-5.900E+00,8.000E-02
8.0780E-02,-6.100E+00,8.000E-02
8.0820E-02,-6.100E+00,2.191E-14
8.0860E-02,-5.900E+00,1.600E-01
8.0900E-02,-5.900E+00,2.191E-14
8.0940E-02,-5.900E+00,1.600E-01
8.0980E-02,-5.700E+00,8.000E-02
8.1020E-02,-5.900E+00,-8.000E-02
8.1060E-02,-5.900E+00,1.600E-01
8.1100E-02,-5.900E+00,8.000E-02
8.1140E-02,-5.900E+00,2.191E-14
8.1181E-02,-5.900E+00,8.000E-02
8.1221E-02,-5.900E+00,8.000E-02
8.1261E-02,-6.100E+00,8.000E-02
8.1301E-02,-5.900E+00,8.000E-02
8.1341E-02,-5.900E+00,8.000E-02
8.1381E-02,-5.900E+00,2.400E-01
8.1421E-02,-5.900E+00,8.000E-02
8.1461E-02,-5.900E+00,1.600E-01
8.1501E-02,-6.100E+00,-8.000E-02
8.1541E-02,-6.100E+00,8.000E-02
8.1581E-02,-6.100E+00,1.600E-01
8.1621E-02,-5.700E+00,8.000E-02
8.1661E-02,-5.900E+00,8.000E-02
8.1701E-02,-5.900E+00,8.000E-02
8.1741E-02,-5.900E+00,8.000E-02
8.1781E-02,-6.100E+00,2.191E-14
8.1821E-02,-5.900E+00,1.600E-01
8.1861E-02,-5.900E+00,8.000E-02
8.1901E-02,-6.100E+00,8.000E-02
8.1941E-02,-5.900E+00,8.000E-02
8.1981E-02,-6.100E+00,1.600E-01
8.2021E-02,-5.700E+00,8.000E-02
8.2061E-02,-5.900E+00,8.000E-02
8.2101E-02,-5.900E+00,8.000E-02
8.2141E-02,-6.100E+00,8.000E-02
8.2181E-02,-6.100E+00,1.600E-01
8.2221E-02,-5.900E+00,1.600E-01
8.2261E-02,-6.100E+00,8.000E-02
8.2301E-02,-6.100E+00,8.000E-02
8.2341E-02,-5.900E+00,1.600E-01
8.2381E-02,-5.900E+00,8.000E-02
8.2421E-02,-5.900E+00,1.600E-01
8.2461E-02,-5.700E+00,1.600E-01
8.2501E-02,-5.900E+00,2.191E-14
8.2541E-02,-5.700E+00,2.191E-14
8.2581E-02,-6.100E+00,2.191E-14
8.2621E-02,-6.100E+00,8.000E-02
8.2661E-02,-6.100E+00,2.191E-14
8.2701E-02,-6.100E+00,8.000E-02
8.2741E-02,-5.900E+00,1.600E-01
8.2781E-02,-5.700E+00,2.191E-14
8.2821E-02,-5.900E+00,8.000E-02
8.2861E-02,-5.900E+00,2.191E-14
8.2901E-02,-6.100E+00,2.191E-14
8.2941E-02,-6.100E+00,2.191E-14
8.2981E-02,-6.100E+00,8.000E-02
8.3021E-02,-5.900E+00,8.000E-02
8.3061E-02,-5.900E+00,2.191E-14
8.3101E-02,-5.900E+00,2.191E-14
8.3141E-02,-5.700E+00,8.000E-02
8.3182E-02,-5.900E+00,2.191E-14
8.3222E-02,-5.900E+00,8.000E-02
8.3262E-02,-6.100E+00,8.000E-02
8.3302E-02,-5.900E+00,1.600E-01
8.3342E-02,-5.900E+00,8.000E-02
8.3382E-02,-6.100E+00,2.191E-14
8.3422E-02,-5.900E+00,1.600E-01
8.3462E-02,-6.100E+00,2.191E-14
8.3502E-02,-5.900E+00,8.000E-02
8.3542E-02,-5.900E+00,8.000E-02
8.3582E-02,-5.700E+00,2.191E-14
8.3622E-02,-6.100E+00,2.191E-14
8.3662E-02,-5.900E+00,8.000E-02
8.3702E-02,-6.100E+00,1.600E-01
8.3742E-02,-6.100E+00,2.400E-01
8.3782E-02,-5.900E+00,8.000E-02
8.3822E-02,-6.100E+00,8.000E-02
8.3862E-02,-5.700E+00,8.000E-02
8.3902E-02,-5.700E+00,8.000E-02
8.3942E-02,-5.900E+00,8.000E-02
8.3982E-02,-5.900E+00,2.191E-14
8.4022E-02,-6.300E+00,8.000E-02
8.4062E-02,-6.100E+00,2.191E-14
8.4102E-02,-5.900E+00,8.000E-02
8.4142E-02,-5.900E+00,1.600E-01
8.4182E-02,-6.100E+00,8.000E-02
8.4222E-02,-5.700E+00,8.000E-02
8.4262E-02,-5.900E+00,2.191E-14
8.4302E-02,-5.900E+00,1.600E-01
8.4342E-02,-6.100E+00,8.000E-02
8.4382E-02,-5.900E+00,1.600E-01
8.4422E-02,-5.900E+00,1.600E-01
8.4462E-02,-5.900E+00,1.600E-01
8.4502E-02,-6.100E+00,8.000E-02
8.4542E-02,-5.900E+00,8.000E-02
8.4582E-02,-5.900E+00,8.000E-02
8.4622E-02,-5.900E+00,1.600E-01
8.4662E-02,-5.900E+00,1.600E-01
8.4702E-02,-5.900E+00,8.000E-02
8.4742E-02,-5.900E+00,1.600E-01
8.4782E-02,-6.100E+00,1.600E-01
8.4822E-02,-5.900E+00,8.000E-02
8.4862E-02,-5.900E+00,2.191E-14
8.4902E-02,-6.100E+00,1.600E-01
8.4942E-02,-5.700E+00,1.600E-01
8.4982E-02,-5.900E+00,8.000E-02
8.5022E-02,-5.700E+00,2.400E-01
8.5062E-02,-5.700E+00,1.600E-01
8.5102E-02,-6.100E+00,8.000E-02
8.5142E-02,-5.900E+00,2.191E-14
8.5183E-02,-6.100E+00,8.000E-02
8.5223E-02,-6.100E+00,8.000E-02
8.5263E-02,-6.100E+00,2.191E-14
8.5303E-02,-5.700E+00,2.191E-14
8.5343E-02,-5.900E+00,8.000E-02
8.5383E-02,-5.900E+00,2.191E-14
8.5423E-02,-5.900E+00,1.600E-01
8.5463E-02,-5.900E+00,-8.000E-02
8.5503E-02,-5.900E+00,2.191E-14
8.5543E-02,-5.900E+00,2.191E-14
8.5583E-02,-6.100E+00,2.400E-01
8.5623E-02,-5.900E+00,8.000E-02
8.5663E-02,-6.100E+00,8.000E-02
8.5703E-02,-5.900E+00,8.000E-02
8.5743E-02,-5.700E+00,8.000E-02
8.5783E-02,-5.900E+00,8.000E-02
8.5823E-02,-5.900E+00,8.000E-02
8.5863E-02,-5.900E+00,8.000E-02
8.5903E-02,-5.900E+00,8.000E-02
8.5943E-02,-6.100E+00,2.191E-14
8.5983E-02,-5.900E+00,8.000E-02
8.6023E-02,-5.900E+00,2.191E-14
8.6063E-02,-5.900E+00,2.191E-14
8.6103E-02,-5.900E+00,2.191E-14
8.6143E-02,-5.900E+00,8.000E-02
8.6183E-02,-5.700E+00,8.000E-02
8.6223E-02,-5.700E+00,1.600E-01
8.6263E-02,-5.900E+00,8.000E-02
8.6303E-02,-6.100E+00,8.000E-02
8.6343E-02,-5.900E+00,1.600E-01
8.6383E-02,-5.900E+00,2.191E-14
8.6423E-02,-5.900E+00,8.000E-02
8.6463E-02,-6.100E+00,2.191E-14
8.6503E-02,-5.900E+00,2.191E-14
8.6543E-02,-5.900E+00,1.600E-01
8.6583E-02,-6.100E+00,8.000E-02
8.6623E-02,-5.900E+00,2.191E-14
8.6663E-02,-5.900E+00,8.000E-02
8.6703E-02,-5.900E+00,8.000E-02
8.6743E-02,-6.100E+00,8.000E-02
8.6783E-02,-5.700E+00,2.191E-14
8.6823E-02,-5.700E+00,1.600E-01
8.6863E-02,-6.100E+00,1.600E-01
8.6903E-02,-5.900E+00,2.191E-14
8.6943E-02,-5.900E+00,8.000E-02
8.6983E-02,-5.900E+00,2.400E-01
8.7023E-02,-5.700E+00,8.000E-02
8.7063E-02,-5.900E+00,8.000E-02
8.7103E-02,-5.900E+00,8.000E-02
8.7143E-02,-6.100E+00,1.600E-01
8.7184E-02,-5.900E+00,8.000E-02
8.7224E-02,-5.900E+00,8.000E-02
8.7264E-02,-5.900E+00,2.191E-14
8.7304E-02,-5.700E+00,8.000E-02
8.7344E-02,-5.900E+00,2.191E-14
8.7384E-02,-6.100E+00,8.000E-02
8.7424E-02,-6.100E+00,8.000E-02
8.7464E-02,-5.900E+00,8.000E-02
8.7504E-02,-5.900E+00,2.191E-14
8.7544E-02,-5.900E+00,8.000E-02
8.7584E-02,-5.900E+00,1.600E-01
8.7624E-02,-5.900E+00,1.600E-01
8.7664E-02,-5.900E+00,8.000E-02
8.7704E-02,-5.900E+00,8.000E-02
8.7744E-02,-5.900E+00,2.191E-14
8.7784E-02,-5.900E+00,8.000E-02
8.7824E-02,-5.900E+00,8.000E-02
8.7864E-02,-6.100E+00,1.600E-01
8.7904E-02,-6.100E+00,1.600E-01
8.7944E-02,-5.900E+00,2.191E-14
8.7984E-02,-5.900E+00,2.191E-14
8.8024E-02,-5.900E+00,8.000E-02
